"ID","GENERO","REGION","EDAD_SEL","NIVEL_EDUCATIVO_AGRUPADO","CANT_MIEMBROS_HOGAR","CANT_DEMANDANTES_TOTAL","CANT_AYUDA_TOTAL","CONDICION_ACTIVIDAD_AGRUPADA","TIPO_HOGAR_NUCLEAR","TSS_GRANGRUPO_TRABAJOTOTAL","TSS_GRANGRUPO_OCUPACIONYAUTOCONSUMO","TSS_GRANGRUPO_TNR","TSS_GRANGRUPO_PERSONALES","TSS_GRUPO_TRABAJOOCUPACION","TSS_GRUPO_DOMESTICO","TSS_GRUPO_CUIDADO","TSS_GRUPO_TNROTROSHOGARES_VOLUNTARIAS","TSS_GRUPO_VOLUNTARIAS","TSS_GRUPO_EDUCACION","TSS_GRUPO_CONVIVENCIA","TSS_GRUPO_USODEMEDIOS","TSS_GRUPO_CUIDADOPERSONAL","TSS_GRUPO_CPERSONALSINDORMIR","TSS_GRUPO_PREPARARCOMIDA"
153171,"Varón","Noroeste",86,"Primario completo y secundario incompleto",2,2,2,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",100,0,100,1340,0,100,0,0,0,0,0,440,900,120,60
199817,"Varón","Noroeste",29,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",159.994,0,159.994,1279.997,0,159.994,0,0,0,0,225,164.997,890,290,30
135426,"Varón","Noroeste",40,"Secundario completo",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",950,950,0,490,950,0,0,0,0,0,0,80,410,50,0
126261,"Mujer","Noroeste",34,"Terciario o universitario incompleto y más",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",636.666,360,276.666,803.332,360,276.666,0,0,0,0,160,93.332,550,50,21.666
109984,"Mujer","Noroeste",73,"Primario completo y secundario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",150,0,150,1290,0,150,0,0,0,0,0,320,970,380,30
134572,"Mujer","Noroeste",23,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,20,0,20,1420,0,20,0,0,0,384.996,0,374.992,660,160,20
192004,"Mujer","Noroeste",45,"Terciario o universitario incompleto y más",5,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",355,0,355,1085,0,220,135,0,0,0,0,175,910,330,110
130950,"Varón","Noroeste",43,"Terciario o universitario incompleto y más",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",730,625,105,710,625,20,85,0,0,0,30,140,540,160,20
109524,"Varón","Noroeste",52,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",639.998,430,209.998,799.999,430,209.998,0,0,0,0,0,125,674.999,204.999,20
168556,"Varón","Noroeste",22,"Terciario o universitario incompleto y más",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",170,0,170,1270,0,170,0,0,0,0,90,325,855,375,0
134367,"Varón","Noroeste",50,"Primario completo y secundario incompleto",10,4,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",383.323,383.323,0,1056.646,383.323,0,0,0,0,0,43.332,424.985,588.329,128.329,0
109629,"Varón","Noroeste",17,"Primario completo y secundario incompleto",2,1,1,"No ocupado (Desocupado o Inactivo)",NA,133.326,0,133.326,1306.652,0,0,46.662,86.664,0,38.331,346.664,224.991,696.659,276.659,0
179948,"Mujer","Noroeste",50,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",499.995,174.999,324.996,939.99,174.999,324.996,0,0,0,0,0,326.653,613.33,253.33,29.997
180412,"Varón","Noroeste",46,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",309.984,153.318,156.666,1129.968,153.318,156.666,0,0,0,0,90,434.962,604.997,214.997,90
126536,"Varón","Noroeste",29,"Secundario completo",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",409.998,219.999,189.999,1029.996,219.999,0,189.999,0,0,0,0,204.998,824.998,194.998,0
108565,"Mujer","Noroeste",55,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,430,0,430,1010,0,430,0,0,0,0,0,270,740,170,220
119081,"Mujer","Noroeste",28,"Terciario o universitario incompleto y más",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",548.313,153.322,394.991,891.626,153.322,105,289.991,0,0,0,184.991,306.636,399.999,199.999,0
158855,"Varón","Noroeste",70,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)",NA,218.333,0,218.333,1221.666,0,218.333,0,0,0,0,0,443.333,778.333,168.333,15
113880,"Mujer","Noroeste",17,"Primario completo y secundario incompleto",7,3,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",10,0,10,1430,0,10,0,0,0,0,0,370,1060,400,10
136443,"Mujer","Noroeste",26,"Secundario completo",6,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",366.655,0,366.655,1073.31,0,250,116.655,0,0,0,89.992,416.63,566.664,146.664,0
120339,"Varón","Noroeste",31,"Terciario o universitario incompleto y más",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",53.332,0,53.332,1386.664,0,53.332,0,0,0,220,220,243.328,703.332,163.332,13.332
131987,"Mujer","Noroeste",42,"Secundario completo",3,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",681.658,0,681.658,758.327,0,251.663,429.995,0,0,0,53.332,71.663,633.332,103.332,55
102239,"Varón","Noroeste",21,"Primario completo y secundario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",829.999,779.999,50,609.998,779.999,20,30,0,0,0,0,104.999,504.999,144.999,20
186977,"Mujer","Noroeste",54,"Primario completo y secundario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",350,0,350,1090,0,350,0,0,0,0,0,380,710,320,60
157700,"Varón","Noroeste",22,"Secundario completo",10,4,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",30,0,30,1410,0,30,0,0,0,0,60,470,880,190,0
189224,"Varón","Noroeste",33,"Secundario completo",5,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",411.665,411.665,0,1028.33,411.665,0,0,0,0,0,0,631.665,396.665,156.665,0
126503,"Varón","Noroeste",39,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",125,0,125,1315,0,125,0,0,0,0,0,525,790,430,45
118573,"Mujer","Noroeste",30,"Secundario completo",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",471.643,0,471.643,968.302,0,98.328,373.315,0,0,0,30,368.311,569.991,179.991,49.998
123576,"Varón","Noroeste",32,"Terciario o universitario incompleto y más",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",756.666,513.333,243.333,683.332,513.333,15,228.333,0,0,0,0,131.666,551.666,91.666,15
142659,"Mujer","Noroeste",37,"Terciario o universitario incompleto y más",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",620,180,440,820,180,155,285,0,0,0,75,0,745,355,85
198851,"Mujer","Noroeste",87,"Terciario o universitario incompleto y más",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",360,0,360,1080,0,360,0,0,0,0,0,575,505,205,60
132629,"Varón","Noroeste",77,"Hasta primario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",360,180,180,1080,180,180,0,0,0,0,210,0,870,270,0
187411,"Varón","Noroeste",16,"Primario completo y secundario incompleto",5,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",150,110,40,1290,110,40,0,0,0,300,130,135,725,295,0
149687,"Varón","Noroeste",57,"Primario completo y secundario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",700,530,170,740,530,170,0,0,0,0,0,70,670,150,30
103956,"Mujer","Noroeste",57,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",1140,750,390,300,750,180,0,210,0,0,0,0,300,30,0
165912,"Mujer","Noroeste",42,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",360,0,360,1080,0,360,0,0,0,0,0,435,645,225,60
113818,"Varón","Noroeste",76,"Hasta primario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",210,0,210,1230,0,120,0,90,0,0,100,590,540,90,0
134517,"Varón","Noroeste",47,"Terciario o universitario incompleto y más",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",770,0,770,670,0,120,260,390,0,0,15,100,555,105,60
141815,"Mujer","Noroeste",48,"Primario completo y secundario incompleto",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",793.333,623.333,170,646.666,623.333,100,70,0,0,0,83.332,106.665,456.665,166.665,100
123446,"Mujer","Noroeste",19,"Primario completo y secundario incompleto",5,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",476.653,0,476.653,963.306,0,383.329,0,93.324,0,0,20,343.306,600,150,40
148444,"Mujer","Noroeste",25,"Secundario completo",6,4,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",745,745,0,695,745,0,0,0,0,0,0,30,665,185,0
139544,"Varón","Noroeste",74,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",150,0,150,1290,0,150,0,0,0,0,36.666,616.666,636.666,96.666,0
110716,"Varón","Noroeste",42,"Primario completo y secundario incompleto",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",525,485,40,915,485,0,40,0,0,0,83.332,439.999,391.665,101.665,0
191502,"Mujer","Noroeste",17,"Primario completo y secundario incompleto",4,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",50,0,50,1390,0,50,0,0,0,250,249.996,209.996,679.996,229.996,0
181324,"Mujer","Noroeste",36,"Hasta primario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",295,160,135,1145,160,135,0,0,0,130,35,299.98,679.99,259.99,55
129411,"Mujer","Noroeste",57,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,540,280,260,900,280,260,0,0,0,0,0,400,500,180,110
197514,"Varón","Noroeste",67,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",275,0,275,1165,0,175,100,0,0,0,0,485,680,290,80
121515,"Mujer","Noroeste",14,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",139.998,0,139.998,1299.999,0,139.998,0,0,0,0,259.996,239.998,799.999,109.999,0
123073,"Varón","Noroeste",61,"Primario completo y secundario incompleto",2,1,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",480,440,40,960,440,40,0,0,0,0,0,288.332,671.666,221.666,40
157937,"Mujer","Noroeste",36,"Primario completo y secundario incompleto",5,3,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo",830,0,830,610,0,345,365,120,0,0,0,90,520,160,105
192046,"Varón","Noroeste",50,"Secundario completo",6,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",273.332,208.332,65,1166.664,208.332,65,0,0,0,0,100,666.664,399.999,89.999,20
128296,"Mujer","Noroeste",73,"Hasta primario incompleto",4,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",614.992,0,614.992,824.996,0,199.986,414.991,0,0,0,0,129.996,695,215,74.996
173892,"Mujer","Noroeste",59,"Secundario completo",5,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",69.993,0,69.993,1369.986,0,69.993,0,0,0,0,110,409.98,849.997,279.997,0
151325,"Varón","Noroeste",23,"Primario completo y secundario incompleto",5,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",281.665,281.665,0,1128.33,281.665,0,0,0,0,0,100,258.331,769.999,289.999,0
101529,"Mujer","Noroeste",70,"Secundario completo",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",320,0,320,1120,0,320,0,0,0,0,135,170,815,215,200
117427,"Varón","Noroeste",18,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",150,0,150,1290,0,150,0,0,0,0,491.622,348.311,450,170,150
124821,"Varón","Noroeste",24,"Primario completo y secundario incompleto",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",206.666,206.666,0,1233.332,206.666,0,0,0,0,0,166.654,504.974,561.666,141.666,0
193984,"Mujer","Noroeste",18,"Primario completo y secundario incompleto",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",20,0,20,1420,0,20,0,0,0,675,0,300,445,155,20
123535,"Mujer","Noroeste",52,"Secundario completo",7,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",645,0,645,795,0,435,210,0,0,0,135,105,555,165,60
193607,"Mujer","Noroeste",39,"Terciario o universitario incompleto y más",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",503.317,0,503.317,936.657,0,116.659,386.658,0,0,0,135,86.658,714.999,24.999,11.666
183140,"Mujer","Noroeste",53,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,498.333,388.333,110,941.666,388.333,110,0,0,0,0,0,271.666,670,140,0
173916,"Mujer","Noroeste",83,"Hasta primario incompleto",2,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",0,0,0,1440,0,0,0,0,0,0,0,438.333,1001.666,311.666,0
117570,"Varón","Noroeste",67,"Secundario completo",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",120,0,120,1320,0,60,60,0,0,0,210,220,890,460,60
125498,"Mujer","Noroeste",39,"Primario completo y secundario incompleto",7,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",800,595,205,640,595,155,50,0,0,0,0,130,510,110,25
122286,"Mujer","Noroeste",34,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",284.994,135,149.994,1154.988,135,139.994,10,0,0,0,169.998,353.316,631.663,151.663,20
113229,"Varón","Noroeste",23,"Terciario o universitario incompleto y más",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",475,375,100,965,375,100,0,0,0,0,259.98,404.988,300,200,0
124537,"Varón","Noroeste",16,"Primario completo y secundario incompleto",7,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",0,0,0,1440,0,0,0,0,0,120,0,404.998,914.999,284.999,0
150398,"Mujer","Noroeste",23,"Primario completo y secundario incompleto",10,3,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",478.316,220,258.316,961.643,220,16.665,241.651,0,0,30,0,268.315,663.328,103.328,16.665
167957,"Varón","Noroeste",16,"Primario completo y secundario incompleto",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",90,0,90,1350,0,0,90,0,0,425,0,208.33,716.665,116.665,0
167982,"Varón","Noroeste",28,"Secundario completo",5,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",478.331,478.331,0,961.662,478.331,0,0,0,0,0,0,504.997,456.665,126.665,0
118559,"Mujer","Noroeste",39,"Terciario o universitario incompleto y más",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",646.65,0,646.65,793.323,0,414.977,231.659,0,0,0,0,264.989,528.331,168.331,85
191950,"Varón","Noroeste",48,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",660,320,340,780,320,340,0,0,0,0,0,154.994,624.997,234.997,60
180649,"Mujer","Noroeste",33,"Terciario o universitario incompleto y más",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",469.998,0,469.998,969.996,0,245,224.998,0,0,0,0,479.996,490,100,50
122576,"Mujer","Noroeste",52,"Primario completo y secundario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",446.661,239.988,206.649,993.322,239.988,206.649,0,0,0,0,0,294.978,698.328,128.328,39.996
165802,"Varón","Noroeste",17,"Primario completo y secundario incompleto",6,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",60,60,0,1380,60,0,0,0,0,0,180,489.984,709.992,289.992,0
101689,"Mujer","Noroeste",35,"Terciario o universitario incompleto y más",6,4,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",546.658,210,336.658,893.327,210,253.326,83.332,0,0,0,13.332,309.991,569.996,89.996,60
109179,"Mujer","Noroeste",24,"Terciario o universitario incompleto y más",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",30,0,30,1410,0,30,0,0,0,120,0,474.996,814.998,244.998,0
102717,"Varón","Noroeste",23,"Terciario o universitario incompleto y más",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",630,610,20,810,610,20,0,0,0,73.326,0,231.65,504.999,184.999,0
137990,"Varón","Noroeste",65,"Terciario o universitario incompleto y más",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",105,0,105,1335,0,0,0,105,0,0,215,438.33,681.665,171.665,0
191997,"Mujer","Noroeste",38,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",458.327,404.999,53.328,981.655,404.999,3.333,0,49.995,0,0,0,448.324,533.329,133.329,0
106374,"Varón","Noroeste",36,"Hasta primario incompleto",6,4,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",429.995,0,429.995,1009.99,0,180,249.995,0,0,0,25,164.989,819.992,219.992,45
186502,"Varón","Noroeste",17,"Primario completo y secundario incompleto",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",430,400,30,1010,400,30,0,0,0,0,110,185,715,145,0
150634,"Mujer","Noroeste",45,"Hasta primario incompleto",3,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",620,0,620,790,0,420,40,160,0,20,0,120,650,230,200
102379,"Mujer","Noroeste",52,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",330,0,330,1110,0,210,0,120,0,0,30,105,975,225,20
123403,"Mujer","Noroeste",44,"Secundario completo",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",675,525,150,765,525,110,40,0,0,0,0,20,745,235,40
120853,"Varón","Noroeste",56,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",359.982,249.982,110,1079.964,249.982,110,0,0,0,0,0,414.964,665,305,20
107391,"Varón","Noroeste",33,"Secundario completo",10,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",716.662,716.662,0,723.324,716.662,0,0,0,0,0,0,326.662,396.662,106.662,0
102702,"Mujer","Noroeste",70,"Secundario completo",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",354.996,0,354.996,1084.998,0,354.996,0,0,0,0,116.663,186.661,781.663,241.663,34.998
157476,"Mujer","Noroeste",55,"Secundario completo",5,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",444.999,284.999,160,994.998,284.999,160,0,0,0,0,0,384.999,609.999,249.999,35
173662,"Varón","Noroeste",43,"Terciario o universitario incompleto y más",2,1,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",365,0,365,1075,0,365,0,0,0,0,30,245,800,200,0
185103,"Mujer","Noroeste",34,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",498.328,243.328,255,941.656,243.328,255,0,0,0,0,0,311.653,629.997,179.997,0
110867,"Varón","Noroeste",43,"Secundario completo",5,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",0,0,0,1440,0,0,0,0,0,0,0,300,1140,730,0
110619,"Varón","Noroeste",56,"Primario completo y secundario incompleto",3,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",765,225,540,675,225,315,225,0,0,0,0,205,470,170,0
133234,"Varón","Noroeste",38,"Primario completo y secundario incompleto",6,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",114.995,0,114.995,1324.99,0,114.995,0,0,0,0,90,516.657,718.333,178.333,0
138663,"Varón","Noroeste",31,"Primario completo y secundario incompleto",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",613.332,530,83.332,826.664,530,0,0,83.332,0,0,173.332,150,503.332,143.332,0
100562,"Varón","Noroeste",45,"Terciario o universitario incompleto y más",5,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",0,0,0,1440,0,0,0,0,0,0,406.662,364.996,668.329,188.329,0
138941,"Varón","Noroeste",44,"Secundario completo",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",329.998,306.666,23.332,1109.996,306.666,10,13.332,0,0,0,144.996,381.662,583.33,263.33,10
169733,"Varón","Noroeste",71,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",463.332,420,43.332,976.666,420,43.332,0,0,0,0,0,401.666,575,135,36.666
151476,"Varón","Noroeste",78,"Hasta primario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",59.996,0,59.996,1379.992,0,59.996,0,0,0,0,58.329,443.325,878.325,188.325,0
166733,"Mujer","Noroeste",42,"Primario completo y secundario incompleto",7,5,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",713.321,428.327,284.994,726.657,428.327,216.661,68.333,0,0,0,33.33,203.325,489.996,149.996,83.331
162481,"Varón","Noroeste",69,"Primario completo y secundario incompleto",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",450,450,0,990,450,0,0,0,0,0,23.331,298.331,668.331,338.331,0
164919,"Varón","Noroeste",37,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",201.661,0,201.661,1238.329,0,201.661,0,0,0,0,19.998,353.327,864.998,134.998,115
139991,"Mujer","Noroeste",24,"Secundario completo",5,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",240,0,240,1200,0,240,0,0,0,0,60,460,680,260,0
116553,"Varón","Noroeste",48,"Hasta primario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",565,565,0,875,565,0,0,0,0,0,0,215,660,180,0
137206,"Mujer","Noroeste",39,"Primario completo y secundario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",760,520,240,680,520,150,90,0,0,0,100,0,580,110,0
108689,"Mujer","Noroeste",29,"Secundario completo",3,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",584.998,0,584.998,854.996,0,175,409.998,0,0,0,90,189.996,575,65,50
135407,"Mujer","Noroeste",36,"Terciario o universitario incompleto y más",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",930,325,605,510,325,490,115,0,0,0,0,60,450,60,80
113557,"Mujer","Noroeste",27,"Primario completo y secundario incompleto",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",760,25,735,680,25,215,520,0,0,0,0,0,680,60,90
193994,"Mujer","Noroeste",16,"Primario completo y secundario incompleto",3,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",573.287,0,573.287,866.639,0,216.645,356.642,0,0,0,0,356.642,509.997,29.997,86.658
151064,"Mujer","Noroeste",27,"Secundario completo",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",660,30,630,780,30,425,205,0,0,0,0,0,780,180,130
167927,"Mujer","Noroeste",50,"Hasta primario incompleto",3,1,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,270,100,170,1170,100,170,0,0,0,0,380,115,675,135,70
177041,"Varón","Noroeste",35,"Secundario completo",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",759.999,550,209.999,679.998,550,130,79.999,0,0,0,0,109.999,569.999,149.999,0
130555,"Varón","Noroeste",40,"Primario completo y secundario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",483.332,0,483.332,956.664,0,288.332,195,0,0,0,94.998,308.329,553.331,183.331,0
192605,"Mujer","Noroeste",59,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",423.332,0,423.332,1016.666,0,423.332,0,0,0,0,60,196.666,760,250,196.666
127140,"Mujer","Noroeste",23,"Terciario o universitario incompleto y más",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",610,0,610,830,0,300,310,0,0,0,58.332,68.332,703.332,123.332,160
132941,"Mujer","Noroeste",85,"Primario completo y secundario incompleto",2,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",80,0,80,1360,0,80,0,0,0,0,196.665,381.665,781.665,211.665,80
123283,"Mujer","Noroeste",60,"Primario completo y secundario incompleto",7,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",1320,0,1320,120,0,0,1320,0,0,0,0,75,45,45,0
